soc,onet_soc,occupation,skill,importance_1_to_5,rating_date,onet_version,source_url
19-4013,19-4013.00,Food Science Technicians,Equipment Maintenance,2.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Management of Material Resources,2.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Negotiation,2.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Persuasion,2.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Repairing,1.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Equipment Selection,1.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Management of Financial Resources,1.5,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Operations Analysis,1.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Programming,1.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Technology Design,1.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Installation,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Reading Comprehension,4.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Active Listening,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Critical Thinking,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Science,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Active Learning,3.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Writing,3.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Monitoring,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Speaking,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Complex Problem Solving,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Judgment and Decision Making,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Coordination,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Mathematics,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Operations Monitoring,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Quality Control Analysis,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Time Management,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Learning Strategies,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Systems Analysis,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Systems Evaluation,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Social Perceptiveness,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Troubleshooting,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Operation and Control,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Equipment Maintenance,2.25,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Instructing,2.25,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Management of Personnel Resources,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Service Orientation,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Management of Material Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Persuasion,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Equipment Selection,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Negotiation,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Repairing,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Management of Financial Resources,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Programming,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Operations Analysis,1.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Technology Design,1.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-4021,19-4021.00,Biological Technicians,Installation,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Science,4.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Critical Thinking,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Reading Comprehension,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Active Listening,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Monitoring,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Writing,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Active Learning,3.38,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Speaking,3.38,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Operations Monitoring,3.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Complex Problem Solving,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Judgment and Decision Making,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Learning Strategies,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Quality Control Analysis,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Systems Evaluation,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Time Management,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Coordination,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Instructing,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Mathematics,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Operation and Control,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Systems Analysis,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Equipment Maintenance,2.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Social Perceptiveness,2.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Troubleshooting,2.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Equipment Selection,2.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Repairing,2.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Service Orientation,2.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Negotiation,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Persuasion,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Management of Personnel Resources,2.5,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Operations Analysis,2.5,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Management of Material Resources,2.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Technology Design,2.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Management of Financial Resources,1.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Programming,1.5,08/2021,31.0,https://www.onetcenter.org/database.html
19-4031,19-4031.00,Chemical Technicians,Installation,1.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Reading Comprehension,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Active Listening,3.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Speaking,3.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Writing,3.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Critical Thinking,3.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Monitoring,3.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Science,3.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Complex Problem Solving,3.25,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Judgment and Decision Making,3.25,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Active Learning,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Mathematics,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Systems Analysis,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Coordination,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Learning Strategies,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Operations Monitoring,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Service Orientation,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Social Perceptiveness,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Systems Evaluation,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Time Management,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Instructing,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Operation and Control,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Persuasion,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Negotiation,2.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Quality Control Analysis,2.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Operations Analysis,2.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Management of Personnel Resources,2.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Management of Material Resources,2.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Troubleshooting,2.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Equipment Maintenance,1.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Management of Financial Resources,1.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Programming,1.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Equipment Selection,1.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Repairing,1.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Technology Design,1.5,08/2023,31.0,https://www.onetcenter.org/database.html
19-4042,19-4042.00,"Environmental Science and Protection Technicians, Including ",Installation,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4092,19-4092.00,Forensic Science Technicians,Active Listening,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4092,19-4092.00,Forensic Science Technicians,Critical Thinking,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4092,19-4092.00,Forensic Science Technicians,Reading Comprehension,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4092,19-4092.00,Forensic Science Technicians,Speaking,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4092,19-4092.00,Forensic Science Technicians,Writing,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4092,19-4092.00,Forensic Science Technicians,Complex Problem Solving,3.62,08/2023,31.0,https://www.onetcenter.org/database.html
